conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/5fdfa822-c1ba-477e-87cc-3d742e59310d,викладач біології закладу вищої освіти/викладачка біології закладу вищої освіти,released,,"Викладачі біології закладу вищої освіти — це професори, вчителі або викладачі, які навчають студентів, котрі отримали диплом про повну середню освіту, у своїй спеціальній галузі досліджень — біології. Вони працюють зі своїми університетськими науковими помічниками та університетськими помічниками викладачів для підготовки лекцій та іспитів, для проведення лабораторних практик, оцінювання робіт та іспитів, а також для проведення оглядових зустрічей та обміну думками зі студентами. Вони також проводять наукові дослідження у своїй галузі біології, публікують їхні результати та підтримують зв’язок з іншими з університетськими колегами.
	",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,викладач закладу вищої освіти/викладачка закладу вищої освіти
Occupation,http://data.europa.eu/esco/occupation/605e58d6-ad27-4828-b1f5-16707f327fa0,викладач педагогіки закладу вищої освіти/викладачка педагогіки закладу вищої освіти,released,,"Викладачі педагогіки закладу вищої освіти – це професори, викладачі або лектори, які навчають студентів, що отримали диплом про повну середню освіту, у своїй власній спеціалізованій галузі навчання, педагогіці, щоб вони самі могли стати вчителями. Спільно з науковими співробітниками та асистентами викладачів університетів вони готують лекції та іспити, оцінюють роботи й іспити, а також займаються атестацією і розбиранням робіт студентів.
	",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,викладач закладу вищої освіти/викладачка закладу вищої освіти
Occupation,http://data.europa.eu/esco/occupation/6140be85-2d45-44b2-b0ba-412aadcead1e,генетик/генетикиня,released,,"Генетики вивчають і зосереджують свої дослідження на генетиці. Вони аналізують, як гени взаємодіють, діють і успадковують риси та ознаки. На основі своїх досліджень вони обслуговують пацієнтів зі спадковими хворобами та патологіями, вродженими вадами розвитку та генетичними проблемами в цілому.
	",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,біолог/біологиня
Occupation,http://data.europa.eu/esco/occupation/66527cdc-b7a5-4996-9448-7e327b68d08d,викладач мистецтвознавства закладу вищої освіти/викладачка мистецтвознавства закладу вищої освіти,released,,"Викладачі мистецтвознавства закладу вищої освіти — це професори, вчителі або викладачі предметів, які навчають учнів, які отримали диплом про повну середню освіту у своїй спеціальній галузі навчання — мистецтвознавстві, яка має переважно академічний характер. Вони працюють зі своїми університетськими науковими помічниками та університетськими помічниками викладачів для підготовки лекцій та іспитів, для оцінювання робіт та іспитів, а також для проведення  оглядових зустрічей та обміну думками зі студентами. Вони також проводять наукові дослідження у своїй галузі мистецтвознавства, публікують їхні результати та підтримують зв’язок з іншими колегами з університету.
	",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,викладач закладу вищої освіти/викладачка закладу вищої освіти
Occupation,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,викладач закладу вищої освіти/викладачка закладу вищої освіти,released,,"Викладачі закладів вищої освіти – це професори, викладачі або лектори, які спеціалізуються на певних предметах і навчають студентів, що отримали диплом про повну середню освіту, у своїй власній спеціалізованій галузі досліджень, яка носить переважно академічний характер. Вони можуть обіймати такі посади, як-от старший викладач або професор. Спільно з науковими співробітниками та асистентами викладачів університетів вони готують лекції та іспити, оцінюють роботи й іспити, проводять лабораторні роботи, а також займаються атестацією і розбиранням робіт студентів. Вони також проводять академічні дослідження у відповідній галузі, публікують свої висновки та взаємодіють із колегами з інших університетів.
	",http://data.europa.eu/esco/isco/C2310,Викладачі університетів і вищих навчальних закладів
Occupation,http://data.europa.eu/esco/occupation/68d973df-bf10-4bf7-9a1b-fbd9f604b9db,дослідник-біоінформатик/дослідниця-біоінформатикиня,released,,"Дослідники-біоінформатики аналізують біологічні процеси за допомогою комп’ютерних програм. Вони ведуть або створюють бази даних, що містять інформацію про біологічні процеси. Дослідники-біоінформатики збирають і аналізують біологічні дані, а також можуть допомагати вченим у різних галузях, зокрема в біотехнології та фармацевтиці. Вони проводять наукові дослідження та статистичні аналізи, а також надають звіти про отримані висновки. Дослідники-біоінформатики також можуть збирати зразки ДНК, займатися виявленням зразків даних і проводити генетичні дослідження.
	",http://data.europa.eu/esco/isco/C2131,"Біологи, ботаніки, зоологи й пов’язані з ними професіонали"
Occupation,http://data.europa.eu/esco/occupation/68f4fdd9-182c-4c0d-a73d-f767b8a8355e,біолог аквакультури/біологиня аквакультури,released,,"Біологи аквакультури застосовують знання, отримані в результаті досліджень водних тварин і рослин, а також їх взаємодії один з одним і навколишнім середовищем, щоб покращити розведення аквакультури, запобігти проблемам зі здоров’ям тварин і проблемам навколишнього середовища та при потребі знайти рішення. \n
	",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,біолог/біологиня
Occupation,http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442,дослідник комунікації/дослідниця комунікації,released,,"Дослідники комунікації досліджують різні аспекти планування, збору, створення, організації, збереження, використання, оцінки інформації та обміну нею через вербальне чи невербальне спілкування. Вони вивчають взаємодію між групами, окремими особами та технологічними одиницями (роботами).
	",http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,антрополог/антропологиня
Occupation,http://data.europa.eu/esco/occupation/6d421d34-baa1-44f9-9ea0-231d76e325fd,релігієзнавець/релігієзнавиця,released,,"Релігієзнавці вивчають концепції, пов’язані з релігіями, віруваннями та духовністю. Вони застосовують раціональність з метою досягнути моралі та етики, вивчаючи священне писання, релігію, дисципліну та божественний закон.
	",http://data.europa.eu/esco/isco/C2636,Професіонали в сфері релігії
Occupation,http://data.europa.eu/esco/occupation/6df6c5cb-c1a2-42c8-acd0-1ee5563c36c1,біохімік/біохімікиня,released,,"Біохіміки вивчають і проводять дослідження реакцій, викликаних хімічними речовинами в живих організмах. Це включає проведення досліджень для розробки або вдосконалення продуктів на хімічній основі (наприклад, ліків), спрямованих на покращення здоров’я живих організмів і краще розуміння їхніх реакцій.
	",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,біолог/біологиня
Occupation,http://data.europa.eu/esco/occupation/6e92d4b5-3167-4166-802f-da7753951a31,консультант із досліджень ІКТ/консультантка із досліджень ІКТ,released,,"Консультанти із досліджень ІКТ проводять цільове дослідження ІКТ і надають клієнту остаточний звіт. Вони також використовують засоби ІКТ для розробки анкет для опитувань, аналізу результатів, написання звітів, представлення результатів і надання рекомендацій на основі результатів дослідження.
	",http://data.europa.eu/esco/isco/C2511,Системні аналітики
Occupation,http://data.europa.eu/esco/occupation/71f09c8b-a172-408c-b9e7-32e580e39ff6,лікар загальної практики/лікарка загальної практики,released,,"Лікарі загальної практики пропагують здоровий спосіб життя, виявляють, діагностують і лікують хвороби та запобігають їм, сприяють одужанню після фізичних і психічних хвороб і розладів здоров’я всіх видів для всіх осіб, незалежно від їхнього віку, статі чи типу проблеми зі здоров’ям.
	",http://data.europa.eu/esco/isco/C2211,Лікарі загальної практики
Occupation,http://data.europa.eu/esco/occupation/72628f3a-fd49-499a-9741-870b0a1fcef2,математик/математикиня,released,,"Математики вивчають і поглиблюють існуючі математичні теорії, щоб розширити знання та знайти нові парадигми в галузі. Вони можуть застосувати ці знання для вирішення проблем, які виникають у інженерних і наукових проєктах, щоб переконатися, що вимірювання, кількості та математичні закони доводять свою життєздатність.
	",http://data.europa.eu/esco/isco/C2120,"Математики, актуарії та статистики"
Occupation,http://data.europa.eu/esco/occupation/73ceb2f9-18e3-4cfe-9c06-e9fb31ece440,менеджер із досліджень і розробок/менеджерка із досліджень і розробок,released,,"Менеджери із досліджень і розробок координують діяльність вчених, академічних дослідників, розробників продуктів і дослідників ринку щодо створення нових продуктів, удосконалення існуючої або іншої дослідницької діяльності, зокрема наукових досліджень. Вони планують науково-дослідну діяльність організації та керують нею, визначають цілі та бюджетні вимоги та керують персоналом.
	",http://data.europa.eu/esco/isco/C1223,Менеджери з досліджень і розробок
Occupation,http://data.europa.eu/esco/occupation/778c1d37-69f2-4184-ac98-03b7dbfba332,інженер із фотоніки/інженерка із фотоніки,released,,"Інженери із фотоніки займаються генеруванням, передачею, перетворенням і виявленням світла. Вони проводять дослідження, проєктують, збирають, випробовують і використовують фотонні компоненти або системи в багатьох сферах застосування: від оптичних комунікацій до медичного приладобудування, обробки матеріалів або сенсорних технологій.
	",http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589,інженер з виробництва оптичних і оптико-електронних приладів/інженерка з виробництва оптичних і оптико-електронних приладів
Occupation,http://data.europa.eu/esco/occupation/77abfaec-a250-4765-95fa-6091e8da1bba,інженер-електромеханік/інженерка-електромеханік,released,,"Інженери-електромеханіки проєктують і розробляють обладнання та машини, які використовують як електричні, так і механічні технології. Вони проєктують та готують документи з детальним описом заявок на матеріали, процес складання та інші технічні характеристики. Інженери-електромеханіки також випробовують і оцінюють дослідні зразки. Вони наглядають за виробничим процесом.
	",http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22,інженер-електрик/інженерка-електрикиня
Occupation,http://data.europa.eu/esco/occupation/7c132147-428b-4ea3-87e1-70f7abb691ce,фармацевт/фармацевтка,released,,"Фармацевти готують та відпускають лікарські засоби, що відпускаються за рецептом і без рецепта, і надають рекомендації. Вони пропонують клінічну інформацію про лікарські засоби, повідомляють про можливі побічні наслідки та надають індивідуальну підтримку пацієнтам. Фармацевти розробляють і випробовують лікарські засоби в лабораторіях, зберігають і розповсюджують їх.
	",http://data.europa.eu/esco/isco/C2262,Провізор
Occupation,http://data.europa.eu/esco/occupation/7dea476a-dffe-4919-9ee2-fb222e283f41,викладач психології закладу вищої освіти/викладачка психології закладу вищої освіти,released,,"Викладачі психології закладу вищої освіти — це професори, вчителі або викладачі, які навчають студентів, котрі отримали диплом про повну середню освіту, у своїй спеціальній галузі досліджень — психології, яка має переважно академічний характер. Вони працюють зі своїми університетськими науковими помічниками та університетськими помічниками викладачів для підготовки лекцій та іспитів, для оцінювання робіт та іспитів, а також для проведення оглядових зустрічей та обміну думками зі студентами. Вони також проводять наукові дослідження у своїй відповідній галузі психології, публікують їхні результати та підтримують зв’язок з іншими університетськими колегами.
	",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,викладач закладу вищої освіти/викладачка закладу вищої освіти
Occupation,http://data.europa.eu/esco/occupation/7f0fe7d3-54c6-41e9-88ba-9d4f0f1a46b4,інженер мікросистем/інженерка мікросистем,released,,"Інженери мікросистем досліджують, проєктують, розробляють і контролюють виробництво мікроелектромеханічних систем (MEMS), які можна інтегрувати в механічні, оптичні, акустичні та електронні вироби.
	",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,інженер-електронік/інженерка-електронік
Occupation,http://data.europa.eu/esco/occupation/7f2761eb-4edc-48ad-9fbf-eed0a0db9a21,фізик/фізикиня,released,,"Фізики — це вчені, які вивчають фізичні явища. Вони зосереджують свої дослідження залежно від спеціалізації, яка може бути різною: від фізики атомних частинок до вивчення явищ у Всесвіті. Вони застосовують висновки своїх досліджень для покращення становища суспільства, сприяючи розвитку джерел енергії, лікуванню хвороб, розробці ігор, передового обладнання та предметів повсякденного використання.
	",http://data.europa.eu/esco/isco/C2111,Фізики й астрономи
Occupation,http://data.europa.eu/esco/occupation/82e37849-30ec-4461-a40e-263d4c984f88,палеонтолог/палеонтологиня,released,,"Палеонтологи досліджують і аналізують форми життя, які існували в давні ери планети Земля. Вони прагнуть визначити еволюційний шлях і взаємодію всіх видів організмів і рослин, пилку і спор, безхребетних і хребетних тварин, людей, слідів перебування, як-от відбитки ніг, з різними геологічними областями, а також їхній вплив на екологію та клімат.
	",http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,геолог/геологиня
Occupation,http://data.europa.eu/esco/occupation/86a0c9ab-c3fa-41a3-ad3e-d0083036b3d6,мінералог/мінералогиня,released,,"Мінералоги вивчають склад, структуру та інші фізичні аспекти землі. Вони аналізують склад різноманітних мінералів та використовують наукове обладнання для визначення їхньої структури та властивостей. Їхня робота здебільшого зосереджена на класифікації та ідентифікації корисних копалин шляхом відбору зразків і виконання подальших тестів, аналізів і досліджень.
	",http://data.europa.eu/esco/isco/C2114,Геологи й геофізики
Occupation,http://data.europa.eu/esco/occupation/89b87aa2-4008-4cc7-96f8-e2b5ffe59f28,еколог/екологиня,released,,"Екологи проводять оцінювання стану здоров’я та розмноження організмів, а саме людей, рослин і тварин, а також взаємозв’язку між організмами та середовищем їхнього проживання. Екологи зазвичай мають певну спеціалізацію, зокрема можуть займатися прісноводними, морськими, наземними організмами, фауною й флорою, щодо яких вони проводять дослідження та виконують пов’язані з ними завдання.
	",http://data.europa.eu/esco/isco/C2133,Професіонали з охорони навколишнього середовища
Occupation,http://data.europa.eu/esco/occupation/8b128a08-606f-4bb1-806e-07e0ed98b40e,викладач науки про космічний простір/викладачка науки про космічний простір,released,,"Викладачі науки про космічний простір закладу вищої освіти — це професори, вчителі або викладачі, які навчають студентів, котрі отримали диплом про повну середню освіту, у своїй спеціальній галузі досліджень — науці про космічний простір, яка має переважно академічний характер. Вони працюють зі своїми університетськими науковими помічниками та університетськими помічниками викладачів для підготовки лекцій та іспитів, оцінювання робіт та проведення оглядових зустрічей та обміну думками зі студентами. Вони також проводять наукові дослідження у своїй галузі науки про космічний простір, публікують їхні результати та підтримують зв’язок з іншими університетськими колегами.
	",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,викладач закладу вищої освіти/викладачка закладу вищої освіти
Occupation,http://data.europa.eu/esco/occupation/8c0f59c9-9a47-42e7-8287-aab19df4e6ab,інженер з мікроелектроніки/інженерка з мікроелектроніки,released,,"Інженери із мікроелектроніки проєктують, розробляють і контролюють виробництво малих електронних пристроїв і компонентів, як-от мікропроцесори та інтегральні схеми.
	",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,інженер-електронік/інженерка-електронік
Occupation,http://data.europa.eu/esco/occupation/920c22e1-10a1-4afa-86b3-c43da8488391,лектор із соціальної роботи/лекторка із соціальної роботи,released,,"Лектори з соціальної роботи – це професіонали, які виконують подвійні ролі; з одного боку, вони практикують академічну дисципліну, яка надає соціальні послуги, зокрема консультування, терапії або адвокації для окремих осіб або груп людей. З іншого боку, вони є частиною академічного світу, що надає професійну освіту, бере участь у дослідженнях і розробці знань, сприяючи розв’язанню складних соціальних проблем та інноваційним підходам до вирішення цих проблем. Вони навчають знанням, навичкам та цінностям соціальної роботи для підготовки студентів до участі в культурно компетентній практиці соціальної роботи з різними групами населення та громадами.
	",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,викладач закладу вищої освіти/викладачка закладу вищої освіти
Occupation,http://data.europa.eu/esco/occupation/92bb3d8c-8a9f-4cd7-80ec-247bbf173004,інженер із комп’ютерного апаратного забезпечення/інженерка із комп’ютерного апаратного забезпечення,released,,"Інженери із комп’ютерного апаратного забезпечення проєктують і розробляють системи та компоненти апаратного забезпечення, як-от друковані плати, модеми та принтери. Вони складають креслення, розробляють і випробовують дослідні зразки, а також контролюють виробничий процес.
	",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,інженер-електронік/інженерка-електронік
Occupation,http://data.europa.eu/esco/occupation/9766cc19-5a64-4b3c-a741-71561285a419,викладач антропології закладу вищої освіти/викладачка антропології закладу вищої освіти,released,,"Викладачі антропології закладу вищої освіти — це професори, вчителі або викладачі предметів, які навчають учнів, які отримали диплом про повну середню освіту у своїй спеціальній галузі навчання — антропології, яка має переважно академічний характер. Вони працюють зі своїми університетськими науковими помічниками та університетськими помічниками викладачів для підготовки лекцій та іспитів, для оцінювання робіт та іспитів, а також для проведення оглядів та відгуків щодо учнів. Вони також проводять наукові дослідження у своїй галузі антропології, публікують свої висновки та підтримують зв’язок з іншими колегами з університету.
	",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,викладач закладу вищої освіти/викладачка закладу вищої освіти
Occupation,http://data.europa.eu/esco/occupation/9851c83c-5670-4da0-964a-1ef0e682e30b,дослідник у галузі танатології/дослідниця у галузі танатології,released,,"Дослідники у галузі танатології вивчають смерть і її процес в різних галузях науки, як-от психологія, соціологія, фізіологія та антропологія. Вони сприяють зростанню кількості знань про такі аспекти смерті, як психологічні явища, які відчувають істота, що помирає, та її оточення.
	",http://data.europa.eu/esco/isco/C2632,"Соціологи, антропологи й пов’язані з ними професіонали"
Occupation,http://data.europa.eu/esco/occupation/9905cc76-d48b-49b1-94ab-17becb30be1a,викладач броматології закладу вищої освіти/викладачка броматології закладу вищої освіти,released,,"Викладачі броматології закладу вищої освіти — це професори, вчителі або викладачі, які навчають студентів, котрі отримали диплом про повну середню освіту, у своїй спеціальній галузі досліджень — броматології, яка має переважно академічний характер. Вони працюють зі своїми університетськими науковими помічниками та університетськими помічниками викладачів для підготовки лекцій та іспитів, для оцінювання робіт та іспитів, а також для проведення оглядових зустрічей та обміну думками зі студентами. Вони також проводять наукові дослідження у своїй галузі — броматології, публікують їхні результати та підтримують зв’язок з іншими з університетськими колегами.
	",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,викладач закладу вищої освіти/викладачка закладу вищої освіти
Occupation,http://data.europa.eu/esco/occupation/99492920-e5a5-4dba-9e5a-93193147198c,економіст/економістка,released,,"Економісти проводять дослідження та розробляють теорії в галузі економіки для мікроекономічного чи макроекономічного аналізу. Вони вивчають тенденції, аналізують статистичні дані та певною мірою працюють з економіко-математичними моделями, щоб консультувати компанії, уряди та відповідні установи. Вони консультують щодо можливостей продукту, прогнозів тенденцій, ринків, що розвиваються, податкової політики та споживчих тенденцій.
	",http://data.europa.eu/esco/isco/C2631,Економісти
Occupation,http://data.europa.eu/esco/occupation/9a7e780a-b778-4a5a-b4eb-309d394d313d,викладач літератури університетів і вищих навчальних закладів/викладачка літератури університетів і вищих навчальних закладів,released,,"Викладачі літератури закладу вищої освіти – це професори, викладачі або лектори, які спеціалізуються на певних предметах і навчають студентів, що отримали диплом про повну середню освіту, у своїй власній спеціалізованій галузі навчання, літературі, яка носить переважно академічний характер. Спільно з науковими співробітниками та асистентами викладачів університетів і вищих навчальних закладів вони готують лекції та іспити, оцінюють роботи й іспити, а також займаються атестацією і розбиранням робіт студентів. Вони також проводять академічні дослідження у відповідній галузі, літературі, публікують свої висновки та взаємодіють із колегами з інших університетів.
	",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,викладач закладу вищої освіти/викладачка закладу вищої освіти
Occupation,http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac,спеціалізований лікар/спеціалізована лікарка,released,,"Спеціалізовані лікарі проводять профілактику, діагностику та лікування хвороб залежно від своєї медичної або хірургічної спеціалізації.
	",http://data.europa.eu/esco/isco/C2212,Лікарі за спеціалізацією
Occupation,http://data.europa.eu/esco/occupation/a36c14e6-ed96-467d-8390-6f9cf47ac350,викладач історії закладу вищої освіти/викладачка історії закладу вищої освіти,released,,"Викладачі історії закладу вищої освіти — це професори, вчителі або викладачі, які навчають студентів, котрі отримали диплом про повну середню освіту, у своїй спеціальній галузі досліджень — історії, яка має переважно академічний характер. Вони працюють зі своїми університетськими науковими помічниками та університетськими помічниками викладачів для підготовки лекцій та іспитів, для оцінювання робіт та іспитів, а також для проведення оглядових зустрічей та обміну думками зі студентами. Вони також проводять наукові дослідження у своїй відповідній галузі історії, публікують їхні результати та підтримують зв’язок з іншими з університетськими колегами.
	",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,викладач закладу вищої освіти/викладачка закладу вищої освіти
Occupation,http://data.europa.eu/esco/occupation/a63733fa-f7ff-4733-8961-1ec4eeaab00b,науковий співробітник музею/наукова співробітниця музею,released,,"Наукові співробітники музею виконують та/або керують кураторською, підготовчою та канцелярською роботою в загальних музеях, ботанічних садах, художніх галереях, колекціях образотворчого мистецтва, акваріумах або в суміжних сферах. Вони керують колекціями природничих, історичних та антропологічних матеріалів, які мають освітнє, наукове чи естетичне призначення.
	",http://data.europa.eu/esco/isco/C2621,Архіваріуси й зберігачі
Occupation,http://data.europa.eu/esco/occupation/a7a74a05-3dd0-46c6-99af-92df8042520c,мікробіолог/мікробіологиня,released,,"Мікробіологи вивчають і досліджують життєві форми, характеристики та процеси мікроскопічних організмів. Вони вивчають такі мікроорганізми, як бактерії, найпростіші, гриби тощо, щоб діагностувати та протидіяти впливу, який ці мікроорганізми можуть мати на тварин, у навколишньому середовищі, харчовій промисловості чи галузі охорони здоров’я.
	",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,біолог/біологиня
Occupation,http://data.europa.eu/esco/occupation/a9c7a04d-807a-41b5-b441-87c73c73c9c5,мовознавець/мовознавиця,released,,"Мовознавці досліджують мови з наукової точки зору. Вони володіють мовами і можуть інтерпретувати їх з точки зору їхніх граматичних, семантичних і фонетичних характеристик. Вони досліджують еволюцію мови і спосіб її використання суспільством.
	",http://data.europa.eu/esco/isco/C2643,Письмові та усні перекладачі й інші лінгвісти
Occupation,http://data.europa.eu/esco/occupation/ab360abd-32e2-4e03-967d-a10758efffa7,інженер із мехатроніки/інженерка із мехатроніки,released,,"Інженери з мехатроніки проєктують і розробляють інтелектуальні системи, як-от роботизовані пристрої, розумна побутова техніка та літаки, шляхом поєднання технологій механічної, електронної, комп’ютерної та контрольної техніки. Вони створюють креслення або конструкторські документи для деталей, вузлів або готових виробів за допомогою програмного забезпечення, а також здійснюють загальний контроль і управління проєктами.
	",http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,інженер-механік/інженерка-механік
Occupation,http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589,інженер з виробництва оптичних і оптико-електронних приладів/інженерка з виробництва оптичних і оптико-електронних приладів,released,,"Інженери з виробництва оптичних і оптико-електронних приладів проєктують і розробляють різні промислові застосування, пов’язані з оптикою. Вони володіють знаннями про світло, принципи пропускання світла та оптику, щоб розробляти технічні характеристики такого обладнання, як-от мікроскопи, лінзи, телескопи та інші оптичні пристрої.
	",http://data.europa.eu/esco/isco/C2149,"Професіонали з інженерії, не віднесені до інших категорій"
Occupation,http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,статистик,released,,"Статистики збирають, зводять у таблиці та, що найважливіше, аналізують кількісну інформацію, що надходить із різноманітних галузей. Вони інтерпретують та аналізують статистичні дослідження у сферах, як-от охорона здоров’я, демографія, фінанси, бізнес тощо, і дають поради на основі схем і графічного аналізу.
	",http://data.europa.eu/esco/isco/C2120,"Математики, актуарії та статистики"
Occupation,http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,антрополог/антропологиня,released,,"Антропологи досліджують усі аспекти життя людини. Вони вивчають різні цивілізації, які існували колись, і способи їх організації. Вони намагаються проаналізувати фізичні, соціальні, мовні, політичні, економічні, філософські та культурні аспекти різних народів. Метою їхніх досліджень є розуміння та опис минулого людства та розв’язання актуальних суспільних проблем. Вони проводять дослідження з різних точок зору, як-от філософська антропологія.
	",http://data.europa.eu/esco/isco/C2632,"Соціологи, антропологи й пов’язані з ними професіонали"
Occupation,http://data.europa.eu/esco/occupation/ae2c1bf4-669e-4fec-a7d7-698753699083,викладач філософії закладу вищої освіти/викладачка філософії закладу вищої освіти,released,,"Викладачі філософії закладу вищої освіти — це професори, вчителі або викладачі предметів, які навчають учнів, які отримали диплом про повну середню освіту у своїй спеціальній галузі навчання — філософії, яка має переважно академічний характер. Вони працюють зі своїми університетськими науковими помічниками та університетськими помічниками викладачів для підготовки лекцій та іспитів, для оцінювання робіт та іспитів, а також для проведення оглядів та відгуків щодо учнів. Вони також проводять наукові дослідження у своїй відповідній галузі філософії, публікують свої висновки та підтримують зв’язок з іншими колегами з університету.
	",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,викладач закладу вищої освіти/викладачка закладу вищої освіти
Occupation,http://data.europa.eu/esco/occupation/ae8b19cc-8c6e-4a16-ada2-c15f97ded133,інженер-оптомеханік/інженерка-оптомеханік,released,,"Інженери-оптомеханіки проєктують і розробляють оптико-механічні системи, пристрої та компоненти, як-от оптичні дзеркала та оптичні кріплення. Оптомеханічна інженерія поєднує оптичну інженерію з механічною інженерією під час проєктування цих систем і пристроїв. Вони проводять дослідження, виконують аналізи, тестують пристрої та контролюють дослідження.
	",http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644,інженер-механік/інженерка-механік
Occupation,http://data.europa.eu/esco/occupation/b0f3f595-4965-4f13-ba5c-f6049b62469f,біометрист/біометристка,released,,"Біометристи проводять дослідження в галузі біометрії. Вони здійснюють статистичні чи біологічні дослідницькі проєкти, вимірюючи відбитки пальців, сітківку ока та фігуру людини для застосування у медицині чи промисловості.
	",http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955,статистик
Occupation,http://data.europa.eu/esco/occupation/b2cede50-82bb-4684-9f11-1930e12ad672,інженер-енергетик/інженерка-енергетик,released,,"Інженери-енергетики розробляють нові, ефективні та чисті способи виробництва, перетворення та розподілу енергії для покращення екологічної стійкості та енергоефективності. Вони займаються видобутком енергії за допомогою природних ресурсів, як-от нафта чи газ, або відновлюваних і стійких джерел, як-от енергія вітру чи сонця.
	",http://data.europa.eu/esco/isco/C2149,"Професіонали з інженерії, не віднесені до інших категорій"
Occupation,http://data.europa.eu/esco/occupation/b3ebf55f-5e50-4262-946a-f08d7fbe29b2,викладач-спеціаліст з охорони здоров’я закладу вищої освіти/викладачка-спеціалістка з охорони здоров’я закладу вищої освіти,released,,"Викладачі-спеціалісти з охорони здоров’я закладу вищої освіти — це професори, вчителі або викладачі, і часто лікарі, які навчають студентів, котрі отримали диплом про повну середню освіту, у своїй спеціальній галузі досліджень — охороні здоров’я, яка має переважно академічний характер. Вони працюють зі своїми університетськими науковими помічниками та університетськими помічниками викладачів для підготовки лекцій та іспитів, для проведення лабораторних практик і для оцінювання робіт та іспитів, а також для проведення оглядових зустрічей та обміну думками зі студентами. Вони також проводять наукові дослідження у своїй відповідній галузі охорони здоров’я, публікують їхні результати та підтримують зв’язок з іншими університетськими колегами.
	",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,викладач закладу вищої освіти/викладачка закладу вищої освіти
Occupation,http://data.europa.eu/esco/occupation/b5d1912e-89c7-4a66-ab96-0dc5f4f6c426,імунолог/імунологиня,released,,"Імунологи досліджують імунну систему живих організмів (наприклад, людського організму) і те, як вона реагує на зовнішні інфекції або інвазивні шкідливі агенти (наприклад, віруси, бактерії, паразити). Вони зосереджують своє дослідження на тих хворобах, які впливають на імунологію живих організмів, щоб класифікувати їх для лікування.
	",http://data.europa.eu/esco/isco/C2131,"Біологи, ботаніки, зоологи й пов’язані з ними професіонали"
